VendorNumber,VendorName,Brand,TotalSalesQuantity,TotalSalesDollars,TotalPurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,ProfitMargin
7153,PINE STATE TRADING CO      ,2092,75,2795.25,264,7539.839999999999,38.27620998239928,-4782.866209982399,-171.1069210261121
7153,PINE STATE TRADING CO      ,2137,9,360.41,1,29.99,0.1522450791226544,330.26775492087734,91.63667903800597
7153,PINE STATE TRADING CO      ,2145,10783,189706.16999999998,2331,29557.079999999998,150.04734855733997,159999.04265144267,84.34045273880268
7153,PINE STATE TRADING CO      ,2178,55,2046.45,258,7531.02,38.23143500414447,-5522.801435004145,-269.87228786455296
7153,PINE STATE TRADING CO      ,2186,129,4126.71,73,1427.8799999999999,7.248673010258611,2691.5813269897412,65.22341834026963
7153,PINE STATE TRADING CO      ,2301,7,1679.93,16,2976.64,15.110996742902902,-1311.8209967429027,-78.08783679932513
7153,PINE STATE TRADING CO      ,2382,3006,61412.939999999995,615,11820.3,60.00608565366828,49532.633914346334,80.65504422088624
7153,PINE STATE TRADING CO      ,2458,36,748.64,24,283.20000000000005,1.437672771174916,464.00232722882504,61.97936621457911
7153,PINE STATE TRADING CO      ,2461,1670,38444.299999999996,763,15374.449999999999,78.048828166632,22991.801171833366,59.80548786642849
7153,PINE STATE TRADING CO      ,2467,105,2981.95,65,1167.4,5.926338958579085,1808.6236610414207,60.652380524201305
7153,PINE STATE TRADING CO      ,2487,53,1787.47,50,1093.5,5.551183528530262,688.4188164714698,38.513587163503146
7153,PINE STATE TRADING CO      ,2491,73,2928.27,63,1506.33,7.646926643375392,1414.2930733566247,48.29790536243669
7153,PINE STATE TRADING CO      ,2498,30,1296.7,37,993.82,5.045155202856832,297.83484479714315,22.96867778184184
7153,PINE STATE TRADING CO      ,2717,789,47320.11,227,9847.26,49.98989255889796,37422.8601074411,79.08447403744644
7153,PINE STATE TRADING CO      ,2779,202,3581.9799999999996,388,5703.599999999999,28.954485938111755,-2150.5744859381116,-60.03870724956901
7153,PINE STATE TRADING CO      ,2797,4265,4222.35,2702,2026.5,10.287584289498472,2185.5624157105017,51.7617538979597
7153,PINE STATE TRADING CO      ,2802,819,20466.809999999998,249,4713.57,23.928570776931313,15729.311429223068,76.85277495234024
7153,PINE STATE TRADING CO      ,2851,1221,10976.79,684,3078.0,15.625553635862962,7883.164446364138,71.81666449266258
7153,PINE STATE TRADING CO      ,2858,4,67.96,4,53.52,0.27169578641695447,14.168304213583037,20.848005022929723
7153,PINE STATE TRADING CO      ,3204,10542,233155.58,1551,24366.210000000003,123.69575089593909,208665.67424910405,89.4963244066919
7153,PINE STATE TRADING CO      ,3350,547,6276.53,497,6113.1,31.03332421422803,132.39667578577135,2.1093928617527733
7153,PINE STATE TRADING CO      ,3432,277,3411.23,255,3325.2,16.88047139375293,69.14952860624727,2.0271142258436776
7153,PINE STATE TRADING CO      ,3441,31,743.6899999999999,20,360.79999999999995,1.8316113553669122,381.05838864463306,51.23887488666422
7153,PINE STATE TRADING CO      ,3533,16210,304204.89999999997,1286,17013.78,86.37093305353234,287104.74906694645,94.37873915474289
7153,PINE STATE TRADING CO      ,3556,45832,595357.68,7660,72616.8,368.64122913084265,522372.2387708692,87.7409087543591
7153,PINE STATE TRADING CO      ,3670,2287,34672.13,836,10048.72,51.0126099193531,24572.39739008064,70.87074659122656
7153,PINE STATE TRADING CO      ,3702,24125,23883.75,4634,3290.14,16.70248831692598,20576.907511683075,86.15442512873011
7153,PINE STATE TRADING CO      ,3884,600,21450.0,194,5028.4800000000005,25.52722025564139,16395.99277974436,76.43819477736298
7153,PINE STATE TRADING CO      ,3900,1068,27564.32,355,10564.800000000001,53.63250456535577,16945.88749543464,61.47761851347916
7153,PINE STATE TRADING CO      ,4219,596,8338.04,141,1505.88,7.6446422057093315,6824.515357794291,81.84795656766207
7153,PINE STATE TRADING CO      ,4315,4045,121273.54999999999,658,15180.060000000001,77.06200186017477,106016.42799813981,87.41925011524758
7153,PINE STATE TRADING CO      ,4326,1885,40614.149999999994,512,11458.56,58.16970236184337,29097.420297638153,71.6435535340224
7153,PINE STATE TRADING CO      ,4337,2,87.98,2,69.82,0.3544431952098609,17.80555680479015,20.238186866094736
7153,PINE STATE TRADING CO      ,4723,878,869.22,41,31.57,0.16026599359460486,837.4897340064053,96.34957019010209
7153,PINE STATE TRADING CO      ,4760,470,8344.3,191,2515.47,12.769854257441262,5816.060145742558,69.70099523917595
7153,PINE STATE TRADING CO      ,5070,9897,258452.03,1209,21580.65,109.55477715132751,236761.82522284868,91.60764774138113
7153,PINE STATE TRADING CO      ,5654,3,35.97,1,9.52,0.04832854795757485,26.401671452042425,73.399142207513
7153,PINE STATE TRADING CO      ,5676,595188,1184424.1199999999,40753,57869.259999999995,293.7749272247235,1126261.0850727751,95.08934055419061
7153,PINE STATE TRADING CO      ,5685,607,9650.93,370,5017.2,25.469957018145436,4608.260042981855,47.7493883281907
7153,PINE STATE TRADING CO      ,5688,3,41.97,8,62.4,0.3167753563605747,-20.746775356360576,-49.43239303397802
7153,PINE STATE TRADING CO      ,5691,15,209.85,15,118.05,0.5992841477302218,91.20071585226978,43.45995513570159
7153,PINE STATE TRADING CO      ,5693,8,111.92,8,60.08,0.3049978110599892,51.53500218894001,46.04628501513582
7153,PINE STATE TRADING CO      ,5698,680,10918.199999999999,466,6808.259999999999,34.56232352076035,4075.377676479239,37.326461106036156
7153,PINE STATE TRADING CO      ,5741,8821,125365.79000000001,2086,20380.219999999998,103.46076046805946,104882.10923953194,83.66086891769432
7153,PINE STATE TRADING CO      ,5789,140,2448.6000000000004,125,1572.5,7.982840510849418,868.1171594891509,35.45361265576864
7153,PINE STATE TRADING CO      ,5818,55,54.45,25,19.5,0.09899229886267959,34.85100770113732,64.00552378537616
7153,PINE STATE TRADING CO      ,6081,322118,641014.82,29741,43421.86,220.43229447658626,597372.5277055234,93.19168747229955
7153,PINE STATE TRADING CO      ,6096,32614,572431.86,4588,58588.76,297.4274892263491,513545.67251077364,89.7129786785057
7153,PINE STATE TRADING CO      ,6157,14841,109293.09,2692,16178.92,82.13274276489149,93032.0372572351,85.12160947891135
7153,PINE STATE TRADING CO      ,6168,16246,119169.54000000001,2967,17564.64,89.16738934848085,101515.73261065152,85.18597337092307
7153,PINE STATE TRADING CO      ,6267,6510,114369.9,1834,22558.200000000004,114.51733724123585,91697.18266275874,80.17597520218061
7153,PINE STATE TRADING CO      ,6499,64362,1129251.38,6812,86376.16,438.49100745285284,1042436.728992547,92.31219438426076
7153,PINE STATE TRADING CO      ,6520,17,951.83,10,399.9,2.030103605906952,549.8998963940932,57.7729107502488
7153,PINE STATE TRADING CO      ,6532,6,419.94,4,204.36,1.0374392920808821,214.5425607079191,51.088860481954356
7153,PINE STATE TRADING CO      ,6545,6,779.94,4,379.52,1.9266439622750848,398.493356037725,51.09282201678655
7153,PINE STATE TRADING CO      ,6814,1469,24394.309999999998,780,12277.199999999999,62.32555136394306,12054.784448636055,49.416378035025616
7153,PINE STATE TRADING CO      ,7032,12,299.88,12,220.44,1.1190698646814916,78.3209301353185,26.117423681245334
7153,PINE STATE TRADING CO      ,7222,36,269.64,36,176.4,0.8954995650962401,92.34450043490374,34.24732993432122
7153,PINE STATE TRADING CO      ,8254,5068,73435.32,451,4298.03,21.819070270808346,69115.4709297292,94.11747770654394
7153,PINE STATE TRADING CO      ,8279,34,849.66,120,2238.0,11.361269992547534,-1399.7012699925476,-164.73663229910173
7153,PINE STATE TRADING CO      ,8308,47,1174.53,119,2287.18,11.610933646807357,-1124.2609336468072,-95.72006961480824
7153,PINE STATE TRADING CO      ,8337,1813,20985.37,762,9448.800000000001,47.96709915352241,11488.602900846476,54.74577241595681
7153,PINE STATE TRADING CO      ,8459,102,1330.98,121,1547.59,7.856384194712528,-224.46638419471242,-16.86474508968673
7153,PINE STATE TRADING CO      ,8483,383,11051.17,289,7566.0199999999995,38.40911348928262,3446.740886510718,31.18892286075337
7153,PINE STATE TRADING CO      ,8489,355,17809.45,294,12847.800000000003,65.22221832450948,4896.427781675488,27.493425016917918
7153,PINE STATE TRADING CO      ,8501,5513,49561.87,1596,7788.4800000000005,39.53843794082066,41733.85156205918,84.20556278860983
7153,PINE STATE TRADING CO      ,8655,29507,519340.93,2733,33615.9,170.65206253015134,485554.3779374698,93.49434059385032
7153,PINE STATE TRADING CO      ,8914,135,1416.15,69,520.9499999999999,2.6446173380775857,892.5553826619225,63.02689564395879
7153,PINE STATE TRADING CO      ,9304,3942,86684.58,699,10051.62,51.02733185097884,76581.93266814903,88.3455081263
7153,PINE STATE TRADING CO      ,10451,303550,2970324.18,14006,74091.74,376.12880355568984,2895856.311196444,97.49293799966453
7153,PINE STATE TRADING CO      ,10452,13746,133843.54,1555,9438.85,47.916587698461704,124356.77341230154,92.91204746400277
7153,PINE STATE TRADING CO      ,10453,54200,527884.64,5661,29946.690000000002,152.02521468861633,497785.9247853114,94.29824000662556
7153,PINE STATE TRADING CO      ,10454,16,143.84,24,146.88,0.7456404542025835,-3.7856404542025754,-2.631841250140834
7153,PINE STATE TRADING CO      ,10455,3,26.97,24,145.68,0.7395486204264186,-119.44954862042643,-442.8978443471503
7153,PINE STATE TRADING CO      ,10457,2,17.98,24,142.8,0.7249282193636228,-125.54492821936363,-698.2476541677621
7153,PINE STATE TRADING CO      ,10463,36,359.64,36,246.24,1.250044290869037,112.14995570913094,31.183949424182778
7153,PINE STATE TRADING CO      ,10578,12,155.88,12,104.64000000000001,0.5312079052815791,50.708792094718405,32.53065954241622
7153,PINE STATE TRADING CO      ,10579,38873,423193.22000000003,6397,42348.14,214.9815246747998,380630.0984753252,89.94239049371471
7153,PINE STATE TRADING CO      ,10581,6638,72187.62,1147,7593.14,38.54678893262395,64555.93321106737,89.42798392725426
7153,PINE STATE TRADING CO      ,11196,62344,645416.56,6850,40278.0,204.4724006969748,604934.0875993031,93.72769852687125
7153,PINE STATE TRADING CO      ,11199,6340,101573.59999999999,1259,12338.2,62.635219580898124,89172.7647804191,87.79128117977417
7153,PINE STATE TRADING CO      ,11200,2364,34452.36,569,5268.9400000000005,26.7479222138219,29156.672077786177,84.6289545267325
7153,PINE STATE TRADING CO      ,11207,922,14027.78,338,3494.92,17.74205975082852,10515.117940249173,74.95924472902463
7153,PINE STATE TRADING CO      ,11423,10539,76906.61,2108,14039.28,71.27080008086361,62796.05919991914,81.6523562798037
7153,PINE STATE TRADING CO      ,11424,93,1115.07,47,378.35,1.9207044243433242,734.7992955756566,65.89714507391075
7153,PINE STATE TRADING CO      ,11768,2,22.98,24,183.84,0.9332689345084624,-161.7932689345085,-704.0612225174434
7153,PINE STATE TRADING CO      ,11769,2,10.58,48,169.44,0.8601669291944836,-159.72016692919448,-1509.6424095387001
7153,PINE STATE TRADING CO      ,11770,7,106.92999999999999,12,111.96000000000001,0.5683680913161849,-5.598368091316201,-5.235544834299262
7153,PINE STATE TRADING CO      ,11771,216,6272.84,153,2933.01,14.88950781985784,3324.940492180142,53.00534514159681
7153,PINE STATE TRADING CO      ,12155,16028,176779.72,1743,11678.1,59.284203351192744,165042.3357966488,93.36044643392852
7153,PINE STATE TRADING CO      ,12505,22457,227443.43,3159,19459.440000000002,98.78639488104521,207885.20360511894,91.40083914717562
7153,PINE STATE TRADING CO      ,12506,13,470.87,13,331.63,1.6835290293246374,137.55647097067538,29.21325864265623
7153,PINE STATE TRADING CO      ,12507,2851,79570.48999999999,409,7460.16,37.87171221966194,72072.45828778032,90.57686874591363
7153,PINE STATE TRADING CO      ,12511,220,3492.8,121,1170.07,5.93989328873105,2316.7901067112693,66.33045426910414
7153,PINE STATE TRADING CO      ,12561,175,4406.25,168,3314.64,16.826863256522678,1074.7831367434774,24.392241401270407
7153,PINE STATE TRADING CO      ,12891,12,95.88,12,63.12,0.32043045662627356,32.43956954337372,33.83351016205019
7153,PINE STATE TRADING CO      ,12963,5871,50153.29,683,3271.57,16.60821718923983,46865.11178281076,93.44374373607546
7153,PINE STATE TRADING CO      ,13153,12,143.88,12,99.24,0.503794653288837,44.136205346711165,30.67570568995772
7153,PINE STATE TRADING CO      ,13268,21598,139954.02,2162,8345.32,42.365251874087036,131566.3347481259,94.00682791971671
7153,PINE STATE TRADING CO      ,13270,8,55.92,24,95.28,0.4836916018274928,-39.843691601827494,-71.25123677007778
7153,PINE STATE TRADING CO      ,13358,8,119.92,36,350.28000000000003,1.778206279262534,-232.13820627926253,-193.57755693734367
7153,PINE STATE TRADING CO      ,13430,239289,2639664.11,12674,74903.34,380.248913799636,2564380.5210862006,97.14798604001933
7153,PINE STATE TRADING CO      ,13445,16663,198675.37,1832,13245.36,67.24044285455291,185362.76955714545,93.29932017096304
7153,PINE STATE TRADING CO      ,13595,1506,75443.94,297,9765.36,49.57412490367471,65629.00587509632,86.99042742875878
7153,PINE STATE TRADING CO      ,13990,15,194.85,15,126.6,0.6426884633853966,67.6073115366146,34.697106254356996
7153,PINE STATE TRADING CO      ,14169,14,167.86,36,282.24,1.4327993041539842,-115.81279930415398,-68.99368479932919
7153,PINE STATE TRADING CO      ,14184,58601,808803.99,5092,44402.240000000005,225.40922114115008,764176.3407788589,94.4822664362547
7153,PINE STATE TRADING CO      ,14190,27,298.73,36,221.76,1.125770881835273,75.84422911816475,25.388889337584022
7153,PINE STATE TRADING CO      ,14191,9713,116458.87,1124,8182.72,41.53980839741669,108234.61019160258,92.9380563211738
7153,PINE STATE TRADING CO      ,14344,12,143.88,12,98.52000000000001,0.5001395530231382,44.859860446976846,31.178663085193804
7153,PINE STATE TRADING CO      ,14360,1,8.99,1,5.8,0.02944386325146367,3.1605561367485366,35.15635302278683
7153,PINE STATE TRADING CO      ,14393,1144005,13233881.95,29622,192543.0,977.4499589700982,13040361.500041028,98.53768946488925
7153,PINE STATE TRADING CO      ,14495,10,109.9,24,175.92000000000002,0.893062831585774,-66.91306283158579,-60.885407490068964
7153,PINE STATE TRADING CO      ,14502,11,153.89,24,226.79999999999998,1.1513565836951656,-74.06135658369516,-48.126165822142546
7153,PINE STATE TRADING CO      ,14505,19,189.81,24,162.0,0.8223975597822611,26.987602440217742,14.218219503828957
7153,PINE STATE TRADING CO      ,14761,9,332.91,12,288.24,1.4632584730348086,43.20674152696521,12.978505159642307
7153,PINE STATE TRADING CO      ,14939,8,91.92,24,178.32,0.9052464991381037,-87.3052464991381,-94.97959801907973
7153,PINE STATE TRADING CO      ,15070,7,97.93,12,114.24,0.5799425754908982,-16.889942575490885,-17.246954534351968
7153,PINE STATE TRADING CO      ,15289,5,39.95,12,47.88,0.24306416766897943,-8.17306416766898,-20.4582332106858
7153,PINE STATE TRADING CO      ,15290,28032,185323.68,2758,11004.42,55.86424786925377,174263.39575213072,94.03190987364957
7153,PINE STATE TRADING CO      ,15359,61,2144.3900000000003,168,3944.64,20.025075989009252,-1820.2750759890089,-84.88544882176323
7153,PINE STATE TRADING CO      ,15569,180,1546.1999999999998,84,438.48,2.225956061810654,1105.4940439381892,71.49748052892183
7153,PINE STATE TRADING CO      ,15660,11,142.89000000000001,24,213.60000000000002,1.0843464121573518,-71.79434641215735,-50.24448625667111
7153,PINE STATE TRADING CO      ,15825,10,89.9,12,71.88,0.36490084319227734,17.655099156807733,19.638597504791694
7153,PINE STATE TRADING CO      ,16314,42850,411240.22000000003,4608,24376.32,123.74707459550325,386740.15292540455,94.04239520283413
7153,PINE STATE TRADING CO      ,16315,2112,31070.88,517,4885.65,24.802139740433358,26160.42786025957,84.1959669641142
7153,PINE STATE TRADING CO      ,16400,7271,73905.29,1091,7309.700000000001,37.1078977946938,66558.48210220531,90.05915828515836
7153,PINE STATE TRADING CO      ,16537,2957,31733.43,779,5328.36,27.049569516304995,26378.020430483695,83.12376074847155
7153,PINE STATE TRADING CO      ,16538,5664,84333.36,651,5598.599999999999,28.421450482697328,78706.3385495173,93.32764465867042
7153,PINE STATE TRADING CO      ,16539,1506,22908.94,556,5081.84,25.79810379755485,17801.301896202443,77.7046074423454
7153,PINE STATE TRADING CO      ,16540,13012,276575.88,1156,15756.28,79.98719890892622,260739.61280109108,94.2741691000282
7153,PINE STATE TRADING CO      ,16541,374,12338.26,170,3867.5,19.633472607764787,8451.126527392236,68.49528642930395
7153,PINE STATE TRADING CO      ,16873,48,383.52,24,142.8,0.7249282193636228,239.99507178063635,62.57693778176793
7153,PINE STATE TRADING CO      ,16912,12,63.48,12,41.28,0.20955908190007247,21.990440918099925,34.641526336011225
7153,PINE STATE TRADING CO      ,17073,37409,410277.91000000003,3589,24548.76,124.62247110913816,385604.5275288909,93.98617818075823
7153,PINE STATE TRADING CO      ,17182,12,167.88,12,109.68,0.5567936071414717,57.64320639285852,34.33595806103081
7153,PINE STATE TRADING CO      ,17360,12,131.88,12,87.96000000000001,0.446531415792887,43.4734685842071,32.96441354580459
7153,PINE STATE TRADING CO      ,17490,30,389.7,27,237.05999999999997,1.2034417624813754,151.43655823751865,38.85977886515747
7153,PINE STATE TRADING CO      ,17617,1720,27644.8,449,4642.66,23.568594166041436,22978.571405833958,83.1207728246685
7153,PINE STATE TRADING CO      ,17837,2618,27274.82,492,3389.8799999999997,17.20882123428822,23867.73117876571,87.50829951862453
7153,PINE STATE TRADING CO      ,17838,303,3202.9700000000003,189,1266.3000000000002,6.42840759229801,1930.241592407702,60.2641171290303
7153,PINE STATE TRADING CO      ,17841,252,3489.48,84,611.52,3.104398492333632,2874.8556015076665,82.38636133485981
7153,PINE STATE TRADING CO      ,17869,7,83.93,10,81.0,0.4111987798911306,2.5188012201088763,3.0010737758952413
7153,PINE STATE TRADING CO      ,17880,406,11408.939999999999,188,3438.52,17.455743563348772,7952.9642564366495,69.70817846738304
7153,PINE STATE TRADING CO      ,17882,1575,38592.25,378,6168.96,31.316899076508506,32391.973100923493,83.93388076860896
7153,PINE STATE TRADING CO      ,18011,50,374.5,35,171.5,0.8706245771768999,202.1293754228231,53.97313095402486
7153,PINE STATE TRADING CO      ,18012,117,876.33,47,227.01,1.1524226546059946,648.1675773453941,73.96386947216163
7153,PINE STATE TRADING CO      ,18261,12,95.88,12,66.12,0.33566004106668584,29.424339958933306,30.688715017660936
7153,PINE STATE TRADING CO      ,18354,12,89.88,12,59.519999999999996,0.3021549552977789,30.05784504470222,33.44219519882312
7153,PINE STATE TRADING CO      ,18382,1,9.99,24,163.2,0.8284893935584261,-154.0384893935584,-1541.9268207563402
7153,PINE STATE TRADING CO      ,18384,12,119.88,12,79.92,0.4057161294925822,39.55428387050741,32.99489812354639
