VendorNumber,VendorName,Brand,TotalSalesQuantity,TotalSalesDollars,TotalPurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,ProfitMargin
6213,MHW LTD                    ,5730,7198,14324.02,9693,15024.15,76.5522078952589,-776.6822078952581,-5.422236270929934
6213,MHW LTD                    ,5737,133,2259.67,32,428.16,2.181593856054023,1829.328406143946,80.9555557291085
6213,MHW LTD                    ,5838,1603,35563.47,465,8300.25,42.29207399970199,27220.9279260003,76.54182206067152
6213,MHW LTD                    ,5921,792451,16645237.49,17419,257975.38999999998,1314.456104813949,16385947.643895186,98.44225805573163
6213,MHW LTD                    ,5929,58788,2373290.12,3767,131392.96000000002,669.4835441534753,2241227.6764558465,94.43546988076815
6213,MHW LTD                    ,5977,13216,323100.83999999997,1930,31690.600000000002,161.47238942139765,291248.76761057856,90.14175500459194
6213,MHW LTD                    ,6585,15583,124508.17,2288,11783.2,60.038669480231135,112664.93133051977,90.48798270066918
6213,MHW LTD                    ,7828,1265,9279.35,398,2543.22,12.958410702993534,6723.171589297008,72.45304454834667
6213,MHW LTD                    ,8008,613,6123.87,116,828.2399999999999,4.220112330292843,5291.409887669707,86.40630659484455
6213,MHW LTD                    ,8019,14,139.86,14,100.66,0.5128905959230147,38.687109404077,27.661310885225937
6213,MHW LTD                    ,8040,335187,2992430.13,13654,82060.54000000001,418.12119275148405,2909951.4688072484,97.24375649189338
6213,MHW LTD                    ,8043,2039,11934.609999999999,268,1197.96,6.103938190859672,10730.546061809138,89.91115806724424
6213,MHW LTD                    ,8312,352877,3038216.23,12900,73659.0,375.31301813126703,2964181.916981869,97.5632309416591
6213,MHW LTD                    ,8393,26111,1377297.8900000001,2013,70072.53,357.03895956222254,1306868.3210404378,94.88639534911636
6213,MHW LTD                    ,8395,29742,1711133.58,2112,78798.72,401.5013159027496,1631933.3586840974,95.37147641530694
6213,MHW LTD                    ,8398,43530,2164530.7,2803,93423.98999999999,476.0211196563258,2070630.688880344,95.6618766774869
6213,MHW LTD                    ,8401,8724,95876.76,962,7946.12,40.48768350959453,87890.1523164904,91.66992326032963
6213,MHW LTD                    ,8623,37633,112522.67000000001,7749,18132.66,92.3909278071668,94297.61907219284,83.80321856226202
6213,MHW LTD                    ,8652,7301,390847.99,909,36214.560000000005,184.52321934720618,354448.90678065276,90.6871509766886
6213,MHW LTD                    ,8658,9575,350232.25,1854,45015.12,229.364511447904,304987.7654885521,87.08157672189014
6215,MOONLIGHT MEADERY          ,15979,5453,70834.47,1407,11875.08,60.84353463731048,58898.54646536269,83.14955482177348
6215,MOONLIGHT MEADERY          ,15980,9630,125093.7,2049,17867.280000000002,91.54535965690546,107134.8746403431,85.64370119385956
6215,MOONLIGHT MEADERY          ,16568,3177,41269.23,1075,9503.0,48.68987069210157,31717.5401293079,76.85517788751547
6215,MOONLIGHT MEADERY          ,17349,5722,80050.78,1370,13220.500000000002,67.73697100756908,66762.54302899243,83.40024048359356
6215,MOONLIGHT MEADERY          ,17350,3756,52546.44,1189,11236.05,57.56938036304197,41252.82061963696,78.507355816373
6215,MOONLIGHT MEADERY          ,18837,1573,20433.27,843,7300.38,37.40445735064764,13095.485542649352,64.08903490556995
6215,MOONLIGHT MEADERY          ,20954,62,991.38,34,355.29999999999995,1.8204262924238332,634.2595737075762,63.97744292880391
6280,UNCORKED       ,20105,6,176.94,6,118.74,0.6108506528312955,57.58914934716871,32.54727554378247
6280,UNCORKED       ,20317,14,299.85999999999996,36,546.12,2.809480870172032,-249.06948087017207,-83.06192252056697
6280,UNCORKED       ,20319,14,287.85999999999996,36,514.0799999999999,2.6446530537941073,-228.8646530537941,-79.50554194879251
6280,UNCORKED       ,21631,33,608.67,63,808.2900000000001,4.1581983676689225,-203.77819836766903,-33.47925778626662
6280,UNCORKED       ,21696,59,766.41,64,554.24,2.851253712524989,209.31874628747497,27.31158861281494
6280,UNCORKED       ,24627,8,131.92,38,424.84,2.185563343008654,-295.1055633430086,-223.700396712408
6355,NICHE W & S                ,1093,247,6172.53,429,8374.08,41.572575460158845,-2243.122575460159,-36.3404078305032
6355,NICHE W & S                ,1121,3211,12811.890000000001,3199,10140.83,50.34349091525787,2620.7165090847434,20.455346627895988
6355,NICHE W & S                ,2110,441,20335.59,419,14962.49,74.2803083558877,5298.819691644113,26.056877089103946
6355,NICHE W & S                ,2460,196,7838.04,625,19681.25,97.70628543974397,-11940.916285439744,-152.34569210465554
6355,NICHE W & S                ,5462,40581,837600.19,3074,45187.799999999996,224.3318938174182,792188.0581061825,94.57830448990019
6355,NICHE W & S                ,5680,1846,3673.54,771,1125.6599999999999,5.588265850395793,2542.2917341496045,69.20550025723429
6355,NICHE W & S                ,6010,180,3418.2,542,8232.980000000001,40.8720936881399,-4855.652093688142,-142.05289607653566
6355,NICHE W & S                ,7629,1008,17107.92,218,3326.68,16.515086472997773,13764.724913527,80.45820247889282
6359,OLE SMOKY DISTILLERY LLC   ,1026,719,13653.81,527,7699.47,38.17728353311825,5916.162716466881,43.32975716277641
6359,OLE SMOKY DISTILLERY LLC   ,1030,520,9874.8,350,4746.0,23.532709088830686,5105.267290911169,51.69995636277362
6359,OLE SMOKY DISTILLERY LLC   ,1328,43,687.5699999999999,40,499.59999999999997,2.477231660509863,185.4927683394901,26.978019451036275
6359,OLE SMOKY DISTILLERY LLC   ,1715,45552,856137.48,3455,47540.8,235.7277320375647,808360.9522679624,94.41952620366094
6359,OLE SMOKY DISTILLERY LLC   ,1725,37445,707671.5499999999,3638,51550.46,255.6093507322804,655865.4806492677,92.67936243152175
6359,OLE SMOKY DISTILLERY LLC   ,1733,1871,32042.289999999997,921,13050.57,64.71033865432388,18927.009661345674,59.06884202516635
6359,OLE SMOKY DISTILLERY LLC   ,1738,107462,2048967.38,5806,85464.32,423.76885377891585,1963079.2911462209,95.80822566078241
6359,OLE SMOKY DISTILLERY LLC   ,1762,405,6966.95,312,4389.84,21.766714636854722,2555.343285363145,36.67807699729645
6359,OLE SMOKY DISTILLERY LLC   ,1905,295,5012.049999999999,300,3831.0,18.995745579290006,1162.0542544207092,23.185208735361964
6359,OLE SMOKY DISTILLERY LLC   ,2097,3806,73283.93999999999,997,12073.67,59.86644832375524,61150.40355167624,83.4431166660475
6359,OLE SMOKY DISTILLERY LLC   ,2108,2,31.98,2,25.18,0.12485326903850752,6.675146730961493,20.872879083681966
6359,OLE SMOKY DISTILLERY LLC   ,2129,25,474.75,18,244.08,1.210253610282721,229.45974638971725,48.33275332063555
6359,OLE SMOKY DISTILLERY LLC   ,2215,545,9429.55,354,4906.44,24.328239608470803,4498.781760391529,47.709400346692355
6359,OLE SMOKY DISTILLERY LLC   ,4834,818,11117.32,365,5135.55,25.4642655206794,5956.305734479321,53.576812887272474
6359,OLE SMOKY DISTILLERY LLC   ,5858,565290,1124927.1,36494,57660.520000000004,285.90565593567294,1066980.6743440644,94.84887281531971
6359,OLE SMOKY DISTILLERY LLC   ,5893,69788,138878.12,19363,29625.39,146.89542446547696,109105.83457553452,78.56229230028065
6359,OLE SMOKY DISTILLERY LLC   ,5903,519061,1032931.39,37220,59179.8,293.4388995649352,973458.1511004351,94.2422856469136
6785,PALM BAY INTERNATIONAL INC ,1817,30373,659956.2699999999,2775,46592.25,235.304510502665,613128.7154894973,92.90444584904047
6785,PALM BAY INTERNATIONAL INC ,2543,3953,90164.47,569,10748.41,54.28261897057879,79361.77738102942,88.0189029903125
6785,PALM BAY INTERNATIONAL INC ,2684,777,34716.23,277,10559.24,53.32725505808713,24103.662744941917,69.4305307487072
6785,PALM BAY INTERNATIONAL INC ,2876,9958,331461.42000000004,1224,29914.56,151.0772907018357,301395.7827092982,90.9293705159708
6785,PALM BAY INTERNATIONAL INC ,3929,7179,295926.21,891,27754.649999999998,140.16911251169006,268031.3908874883,90.57372474289733
6785,PALM BAY INTERNATIONAL INC ,4498,5903,221631.97,795,22705.199999999997,114.66791090503483,198812.102089095,89.70371110679339
6785,PALM BAY INTERNATIONAL INC ,4540,969,24315.309999999998,493,11200.96,56.56812903347511,13057.781870966523,53.701893461224735
6785,PALM BAY INTERNATIONAL INC ,5658,30,665.6999999999999,16,214.08,1.081166709236204,450.5388332907637,67.67895948486762
6785,PALM BAY INTERNATIONAL INC ,5705,10539,210674.61,1721,27518.79,138.9779504225624,183016.84204957742,86.8718076893924
6785,PALM BAY INTERNATIONAL INC ,5808,4893,254516.07,769,29314.279999999995,148.04570086523105,225053.74429913476,88.42417859867739
6785,PALM BAY INTERNATIONAL INC ,6227,9504,226422.96,1071,19695.690000000002,99.46900384639581,206627.8009961536,91.25744182310557
6785,PALM BAY INTERNATIONAL INC ,6368,38568,231022.32,3614,14925.82,75.37976313551906,216021.1202368645,93.50660154259748
6785,PALM BAY INTERNATIONAL INC ,6390,6866,233375.34000000003,1097,34818.78,175.8450382670934,198380.71496173294,85.00500308290195
6785,PALM BAY INTERNATIONAL INC ,6572,68848,1210548.52,4700,55272.0,279.13979051244144,1154997.3802094876,95.41107697273362
6785,PALM BAY INTERNATIONAL INC ,6586,161258,1744763.42,5863,39282.100000000006,198.38611168202306,1705282.9338883178,97.73720117815846
6785,PALM BAY INTERNATIONAL INC ,6651,90412,1129931.8800000001,6239,48601.810000000005,245.4533771516407,1081084.6166228484,95.67697272359891
6785,PALM BAY INTERNATIONAL INC ,6658,25182,289487.18,3616,39884.479999999996,201.4283071337686,249401.27169286626,86.1527863489037
6785,PALM BAY INTERNATIONAL INC ,6828,40177,420919.23,4177,27651.739999999998,139.64938686684937,393127.84061313316,93.3974531439519
6785,PALM BAY INTERNATIONAL INC ,6932,28725,172062.75,2440,9735.6,49.16763179390876,162277.98236820608,94.3132562790064
6785,PALM BAY INTERNATIONAL INC ,6937,6587035,70771041.97,88752,599076.0,3025.5092839237113,70168940.46071607,99.14922616295637
6785,PALM BAY INTERNATIONAL INC ,7215,5154,30872.46,422,1675.34,8.460957747812882,29188.659042252188,94.54594496924504
6785,PALM BAY INTERNATIONAL INC ,8386,49014,661198.86,4705,46344.24999999999,234.0520378574362,614620.5579621425,92.95547756421458
6785,PALM BAY INTERNATIONAL INC ,8464,11922,186895.78,2069,22055.54,111.38693760382786,164728.85306239617,88.13941816256963
6785,PALM BAY INTERNATIONAL INC ,8558,20,259.8,4,41.56,0.20989017393430795,218.0301098260657,83.92229015629934
6785,PALM BAY INTERNATIONAL INC ,8746,1127586,7707126.14,30877,124125.54,626.870336388111,7582373.729663611,98.38133685539513
6785,PALM BAY INTERNATIONAL INC ,8837,158354,948540.46,9350,38615.5,195.01958641867824,909729.9404135813,95.90839598066079
6785,PALM BAY INTERNATIONAL INC ,10057,206,2675.94,62,523.28,2.642717281432739,2150.017282718567,80.34624403830306
6785,PALM BAY INTERNATIONAL INC ,12203,333738,3334042.62,8258,56484.72,285.26438174761023,3277272.635618252,98.29726278718813
6785,PALM BAY INTERNATIONAL INC ,12415,2856,25675.44,486,2974.32,15.021187250632597,22686.098812749366,88.357195875706
6785,PALM BAY INTERNATIONAL INC ,12416,22843,205198.57,1070,5628.2,28.424058636599415,199541.9459413634,97.24334138457367
6785,PALM BAY INTERNATIONAL INC ,12515,1,12.99,24,202.56,1.022987334748157,-190.59298733474816,-1467.228539913381
6785,PALM BAY INTERNATIONAL INC ,12517,5,64.95,24,143.76,0.7260301107987513,-79.53603011079873,-122.4573211867571
6785,PALM BAY INTERNATIONAL INC ,13329,1,12.99,24,207.84,1.049652881388512,-195.8996528813885,-1508.0804686788954
6785,PALM BAY INTERNATIONAL INC ,13766,17902,221936.98,1698,13940.580000000002,70.40401253477225,207925.99598746526,93.68695383142784
6785,PALM BAY INTERNATIONAL INC ,13991,83135,830518.65,4499,29558.43,149.27872988270127,800810.9412701173,96.42299318264764
6785,PALM BAY INTERNATIONAL INC ,14654,12,119.88,12,77.88,0.39331681294523335,41.60668318705477,34.70694293214445
6785,PALM BAY INTERNATIONAL INC ,14655,2835,28321.649999999998,258,1684.74,8.508430501301394,26628.401569498696,94.02136376058138
6785,PALM BAY INTERNATIONAL INC ,14975,113272,813029.28,6761,27517.27,138.97027397731745,785373.0397260227,96.59837093763988
6785,PALM BAY INTERNATIONAL INC ,15133,12,119.88,12,77.4,0.3908926723415649,42.089107327658425,35.10936547185387
6785,PALM BAY INTERNATIONAL INC ,15526,237,2130.63,294,1799.28,9.086891052851819,322.26310894714834,15.125249759326975
6785,PALM BAY INTERNATIONAL INC ,15527,724118,7772854.82,20795,136623.15,689.9869277418921,7635541.683072258,98.23342722709258
6785,PALM BAY INTERNATIONAL INC ,16148,35,489.65,60,567.0,2.863516088083556,-80.21351608808358,-16.381806614537645
6785,PALM BAY INTERNATIONAL INC ,16150,15,164.85,25,187.0,0.9444047768458994,-23.094404776845906,-14.009344723594726
6785,PALM BAY INTERNATIONAL INC ,16151,20847,229108.53,2025,14944.5,75.47410260734516,214088.55589739265,93.44416635093974
6785,PALM BAY INTERNATIONAL INC ,17101,5193,96863.06999999999,855,10892.7,55.01132573662743,85915.35867426336,88.69774484152047
6785,PALM BAY INTERNATIONAL INC ,17289,485,7270.15,116,1183.1999999999998,5.975506588043145,6080.974493411956,83.64304028681605
6785,PALM BAY INTERNATIONAL INC ,17988,888,10647.12,209,1692.8999999999999,8.54964089156376,8945.670359108437,84.01962558051788
6785,PALM BAY INTERNATIONAL INC ,17989,187,2242.13,52,418.6,2.114052618116008,1821.4159473818843,81.23596523760372
6785,PALM BAY INTERNATIONAL INC ,17990,8544,102442.56,909,7517.429999999999,37.965223537992884,94887.16477646201,92.62474969042361
6785,PALM BAY INTERNATIONAL INC ,18089,102,1528.98,64,551.04,2.7829134130115745,975.1570865869885,63.7782761440299
6785,PALM BAY INTERNATIONAL INC ,18357,56,559.4399999999999,28,185.35999999999999,0.9361222964500315,373.1438777035499,66.69953483904439
6785,PALM BAY INTERNATIONAL INC ,18430,205,4162.95,195,3227.2500000000005,16.298557839978233,919.4014421600211,22.08533473042004
6785,PALM BAY INTERNATIONAL INC ,18431,11,494.89000000000004,6,174.18,0.8796600215562501,319.83033997844376,64.62655135049076
6785,PALM BAY INTERNATIONAL INC ,18432,1,169.99,3,339.99,1.7170490913360286,-171.71704909133604,-101.01597099319727
6785,PALM BAY INTERNATIONAL INC ,18433,15,1424.85,7,440.37,2.223997495078229,982.2560025049216,68.9375023690158
6785,PALM BAY INTERNATIONAL INC ,19223,24574,335532.26,2413,22199.6,112.11448280250389,313220.5455171975,93.35035192061636
6785,PALM BAY INTERNATIONAL INC ,19244,8642,152429.58,1047,12637.29,63.82201626944875,139728.46798373054,91.66755427898612
6785,PALM BAY INTERNATIONAL INC ,19283,25855,272799.45,2022,13931.579999999998,70.35855989845345,258797.51144010157,94.86731422666048
6785,PALM BAY INTERNATIONAL INC ,19349,108,2266.92,84,1167.6000000000001,5.896722018423916,1093.4232779815761,48.2338714194403
6785,PALM BAY INTERNATIONAL INC ,19435,2,159.98,1,55.17,0.2786246606341619,104.53137533936582,65.34027712174387
6785,PALM BAY INTERNATIONAL INC ,19662,339040,2030849.6,14267,58066.69,293.2537936450803,1972489.656206355,97.12632861667132
6785,PALM BAY INTERNATIONAL INC ,19926,35166,367774.34,4014,26211.42,132.37534896210772,341430.54465103796,92.83696754130209
6785,PALM BAY INTERNATIONAL INC ,20050,17,67.83,5,13.100000000000001,0.06615883730845606,54.66384116269154,80.58947539833635
6785,PALM BAY INTERNATIONAL INC ,20953,21,188.79,24,93.36,0.4714953474135464,94.95850465258644,50.29848225678608
6785,PALM BAY INTERNATIONAL INC ,21282,18,215.82,37,295.63,1.4930180972136537,-81.30301809721365,-37.67167922213588
6785,PALM BAY INTERNATIONAL INC ,22161,1,9.99,1,3.35,0.016918481296437235,6.623081518703564,66.29711229933497
6785,PALM BAY INTERNATIONAL INC ,22883,7335,78999.65,528,3949.44,19.945828886985396,75030.26417111301,94.97543871537788
6785,PALM BAY INTERNATIONAL INC ,22958,19,170.81,15,68.55000000000001,0.3461975799614247,101.91380242003856,59.665009320319975
6785,PALM BAY INTERNATIONAL INC ,23155,8862,172772.37999999998,1296,16303.68,82.33835974420832,156386.36164025578,90.51583455657426
6785,PALM BAY INTERNATIONAL INC ,23156,158,15798.42,65,3823.3,19.308784937512982,11955.811215062486,75.67725896046875
6785,PALM BAY INTERNATIONAL INC ,23297,1416,31137.839999999997,378,5579.28,28.176998306742192,25530.383001693255,81.99150294848087
6785,PALM BAY INTERNATIONAL INC ,23423,3421,35773.79,678,4610.4,23.283870498237082,31140.10612950176,87.04726597182395
6785,PALM BAY INTERNATIONAL INC ,23452,3743,33649.57,918,5361.12,27.075226402374803,28261.374773597625,83.98732813999592
6785,PALM BAY INTERNATIONAL INC ,23924,3085,27734.15,1351,8322.16,42.02934576297257,19369.960654237027,69.84155149603296
6785,PALM BAY INTERNATIONAL INC ,23925,62,557.38,23,133.4,0.6737090761029038,423.3062909238971,75.9457266001466
6785,PALM BAY INTERNATIONAL INC ,23998,61,609.39,40,270.0,1.3635790895635982,338.0264209104364,55.469636999365996
6785,PALM BAY INTERNATIONAL INC ,24012,12,299.88,11,188.32,0.9510711635059881,110.60892883649402,36.88439670417968
6785,PALM BAY INTERNATIONAL INC ,24013,26,675.74,6,102.6,0.5181600540341672,572.6218399459658,84.73996506732853
6785,PALM BAY INTERNATIONAL INC ,24014,3305,46974.95,1711,15535.88,78.46074483692338,31360.609255163075,66.76028235296275
6785,PALM BAY INTERNATIONAL INC ,24015,116,2202.84,46,567.1800000000001,2.864425140809932,1632.79557485919,74.12229553027863
6785,PALM BAY INTERNATIONAL INC ,24018,5618,207809.82,499,12470.01,62.97720326907024,195276.83279673092,93.96901108750824
6785,PALM BAY INTERNATIONAL INC ,24023,48,431.52,24,145.68,0.7357266732134259,285.10427332678654,66.06977042241067
6785,PALM BAY INTERNATIONAL INC ,24279,16,1119.84,7,324.45,1.638567539292257,793.7514324607076,70.88078943962599
6785,PALM BAY INTERNATIONAL INC ,24280,26,2209.74,12,698.52,3.5277306134887576,1507.692269386511,68.22939664333865
6785,PALM BAY INTERNATIONAL INC ,24281,43,4329.57,72,5315.039999999999,26.842508904422612,-1012.312508904422,-23.381363712895787
6785,PALM BAY INTERNATIONAL INC ,24476,40,399.6,19,127.30000000000001,0.642902289264615,271.6570977107354,67.98225668436821
6785,PALM BAY INTERNATIONAL INC ,24566,41,409.59,60,389.4,1.9665840647261672,18.22341593527383,4.449184778747975
6785,PALM BAY INTERNATIONAL INC ,24778,22467,508092.32999999996,1356,19878.960000000003,100.39457103063403,488112.9754289693,96.06777087718868
6785,PALM BAY INTERNATIONAL INC ,24779,384880,4147546.2,10625,72675.0,367.03003827420184,4074504.169961726,98.23890979108866
6785,PALM BAY INTERNATIONAL INC ,25204,73,1824.27,24,408.0,2.0605195131183263,1414.2094804868816,77.52193921332267
6785,PALM BAY INTERNATIONAL INC ,25373,64512,830387.88,4014,31068.36,156.90431867790412,799162.6156813221,96.23967725556425
6785,PALM BAY INTERNATIONAL INC ,25375,11026,110149.74,1001,6666.66,33.668585826777985,103449.41141417323,93.91707271771429
6785,PALM BAY INTERNATIONAL INC ,25559,6,29.94,48,156.48,0.7902698367959697,-127.33026983679596,-425.28480239410806
6785,PALM BAY INTERNATIONAL INC ,25603,31285,557588.15,2513,28648.2,144.68180175420693,528795.2681982459,94.83617401091574
6785,PALM BAY INTERNATIONAL INC ,25936,5530,45826.5,1236,10852.08,54.80618283804196,34919.61381716195,76.19960899733114
6785,PALM BAY INTERNATIONAL INC ,25937,4353,28734.47,1019,10536.46,53.21220938527136,18144.79779061473,63.14645020637141
6785,PALM BAY INTERNATIONAL INC ,26419,13356,46612.44,1898,4574.18,23.10094888851859,42015.159051111485,90.13722313423514
6785,PALM BAY INTERNATIONAL INC ,26677,2742,82232.58,200,4052.0,20.463786929302593,78160.1162130707,95.04762736748707
6785,PALM BAY INTERNATIONAL INC ,26678,1682,25213.18,279,2826.27,14.273491383188558,22372.63650861681,88.73389437039204
6785,PALM BAY INTERNATIONAL INC ,26679,594,5934.06,690,4505.7,22.755104829061867,1405.6048951709388,23.68706914272755
6785,PALM BAY INTERNATIONAL INC ,26680,2093,16723.07,1198,6517.12,32.913365022876725,10173.036634977125,60.8323509677178
6785,PALM BAY INTERNATIONAL INC ,26681,1215,8492.85,609,2898.84,14.639991140705707,5579.370008859294,65.69490817404397
6785,PALM BAY INTERNATIONAL INC ,26682,512,25594.88,107,3663.6800000000003,18.50265718093468,21912.697342819065,85.61359671472991
6785,PALM BAY INTERNATIONAL INC ,26683,13651,122722.49,3500,20440.0,103.22798737288868,102179.26201262712,83.26042114418239
6785,PALM BAY INTERNATIONAL INC ,26705,24,1151.76,36,1136.52,5.739758914336373,9.500241085663635,0.8248455481752827
6785,PALM BAY INTERNATIONAL INC ,26706,47,1174.53,60,967.2,4.884643316392268,202.44535668360766,17.2362865728085
6785,PALM BAY INTERNATIONAL INC ,26707,710,17742.899999999998,421,6786.52,34.273913936685744,10922.106086063312,61.55761508019158
6785,PALM BAY INTERNATIONAL INC ,26709,183,1645.17,235,1447.6000000000001,7.310804037230611,190.25919596276933,11.564713431607027
6785,PALM BAY INTERNATIONAL INC ,26710,19823,106458.77,4995,46253.700000000004,233.59473383314003,59971.47526616686,56.33305294262451
6785,PALM BAY INTERNATIONAL INC ,26827,42464,462466.84,3136,21607.039999999997,109.12188122727498,440750.67811877275,95.30427697665257
6785,PALM BAY INTERNATIONAL INC ,27095,1960,58780.4,215,4386.0,22.150584766022003,54372.24941523398,92.5006454791631
6785,PALM BAY INTERNATIONAL INC ,27472,3830,51471.7,736,6329.599999999999,31.966334093710184,45110.13366590629,87.6406523699553
6785,PALM BAY INTERNATIONAL INC ,27528,28516,313390.83999999997,1255,9199.150000000001,46.45840215466287,304145.23159784527,97.04981536724088
6785,PALM BAY INTERNATIONAL INC ,29118,4145,43655.55,888,6038.4,30.49568879415122,37586.65431120585,86.09822648255685
6785,PALM BAY INTERNATIONAL INC ,29714,224,2073.76,276,1995.48,10.077758524601366,68.20224147539884,3.2888203782211454
6785,PALM BAY INTERNATIONAL INC ,32367,31338,223182.62,3272,12891.68,65.10676028646387,210225.83323971354,94.19453595432903
6785,PALM BAY INTERNATIONAL INC ,32368,589525,6280614.67,18876,121750.20000000001,614.8741735932815,6158249.595826406,98.05170225204098
6785,PALM BAY INTERNATIONAL INC ,33206,2260,37969.4,405,4317.3,21.803629642121933,33630.29637035788,88.57210377398083
6785,PALM BAY INTERNATIONAL INC ,33307,2905,46450.95,692,7328.28,37.009960631359725,39085.66003936864,84.14394116669011
6785,PALM BAY INTERNATIONAL INC ,33333,30,269.7,24,144.72,0.7308783920060886,124.2491216079939,46.06938138968999
6785,PALM BAY INTERNATIONAL INC ,33334,147862,1329279.3800000001,4490,27838.0,140.59005442693126,1301300.789945573,97.89520619401867
6785,PALM BAY INTERNATIONAL INC ,33987,25390,271754.42,1627,10624.31,53.65587761867197,261076.4541223813,96.07072963979071
6785,PALM BAY INTERNATIONAL INC ,33988,103674,1147552.94,4890,31736.1,160.27660127518263,1115656.5633987247,97.22048757059737
6785,PALM BAY INTERNATIONAL INC ,34060,14278,203001.22,1520,13801.6,69.70212282415169,189129.91787717585,93.16688731091165
6785,PALM BAY INTERNATIONAL INC ,35430,565,15288.349999999999,204,4218.72,21.30577176564349,11048.324228234354,72.26629576268436
6785,PALM BAY INTERNATIONAL INC ,35577,32,319.68,32,213.12,1.0763184280288667,105.48368157197113,32.99664713837936
6785,PALM BAY INTERNATIONAL INC ,36197,578,5196.22,107,620.5999999999999,3.1342117888265513,4572.485788211175,87.99638560744492
6785,PALM BAY INTERNATIONAL INC ,36373,24,359.76,24,241.44,1.2193427236453152,117.10065727635468,32.54966012796161
6785,PALM BAY INTERNATIONAL INC ,38131,163648,1715157.52,6004,41067.36,207.40219762807604,1673882.7578023719,97.59352935713869
6785,PALM BAY INTERNATIONAL INC ,38318,12,107.88,12,74.4,0.37574179356863596,33.10425820643135,30.68618669487519
6785,PALM BAY INTERNATIONAL INC ,39932,96,479.04,48,159.84,0.8072388210216501,318.3927611789784,66.46475475513076
6785,PALM BAY INTERNATIONAL INC ,41759,14350,114656.5,1478,8040.320000000001,40.60597120518515,106575.57402879481,92.95205594867699
6785,PALM BAY INTERNATIONAL INC ,43365,115060,1262732.36,6112,42111.67999999999,212.676319534791,1220408.0036804653,96.64819262891663
6785,PALM BAY INTERNATIONAL INC ,43429,12,119.88,12,79.92,0.40361941051082506,39.556380589489166,32.99664713837935
6785,PALM BAY INTERNATIONAL INC ,43430,484,4835.16,263,1762.1000000000001,8.899121161925986,3064.1608788380736,63.3724815484508
6785,PALM BAY INTERNATIONAL INC ,43432,62691,375519.09,5326,20984.44,105.97756885259982,354428.6724311474,94.38366300662567
6785,PALM BAY INTERNATIONAL INC ,44109,54,485.46,18,111.60000000000001,0.5636126903529539,373.296387309647,76.8953955649584
6785,PALM BAY INTERNATIONAL INC ,44719,311552,3174911.48,13908,95826.12,483.94997580004474,3078601.4100241996,96.96652739509447
6785,PALM BAY INTERNATIONAL INC ,45535,49533,534052.67,3279,21543.030000000002,108.79861197718995,512400.8413880228,95.94575032983596
6785,PALM BAY INTERNATIONAL INC ,45859,253,4122.47,385,5709.55,28.834899965992005,-1615.914899965992,-39.1977358226013
6785,PALM BAY INTERNATIONAL INC ,46498,12808,133741.92,872,5886.0,29.726024152486442,127826.19397584752,95.57676005836278
6785,PALM BAY INTERNATIONAL INC ,46555,477,4288.2300000000005,197,1150.48,5.810261003559734,3131.9397389964406,73.03572194113748
6830,PARK STREET IMPORTS LLC    ,2158,14102,281898.98,1027,12734.800000000001,66.05613885056916,269098.1238611494,95.4590626263172
6830,PARK STREET IMPORTS LLC    ,2550,4176,96766.23999999999,1343,23220.469999999998,120.44591124285228,73425.32408875713,75.87907113964243
6830,PARK STREET IMPORTS LLC    ,2579,8926,206554.74,1914,32346.6,167.7836715883893,174040.3563284116,84.25870852850515
6830,PARK STREET IMPORTS LLC    ,5635,29,623.21,29,479.37,2.4865197161162587,141.35348028388378,22.68151670927677
6830,PARK STREET IMPORTS LLC    ,9102,8,359.92,6,199.98,1.0373077431398072,158.9026922568602,44.14944772640037
6830,PARK STREET IMPORTS LLC    ,9103,6,209.94,6,162.72,0.844037983616909,46.37596201638309,22.090102894342714
6830,PARK STREET IMPORTS LLC    ,9104,12,311.88,12,229.32,1.1894960078848915,81.3705039921151,26.090324481247627
6830,PARK STREET IMPORTS LLC    ,19179,16,175.84,12,86.16,0.4469168674313721,89.23308313256864,50.74674882425423
7153,PINE STATE TRADING CO      ,435,228082,3863756.1799999997,8351,106809.29,542.2203670251597,3756404.6696329745,97.22157648242117
7153,PINE STATE TRADING CO      ,1048,687,6176.13,601,3071.11,15.590576356931482,3089.4294236430683,50.022091886716574
7153,PINE STATE TRADING CO      ,1720,93,5114.07,180,7556.4,38.36027728851036,-2480.6902772885105,-48.50716312620888
7153,PINE STATE TRADING CO      ,1731,17,934.83,120,4999.2,25.378579511502963,-4089.748579511503,-437.4858080625893
7153,PINE STATE TRADING CO      ,1742,8,799.92,90,6715.8,34.092947728306854,-5949.972947728307,-743.821000566095
7153,PINE STATE TRADING CO      ,2030,24630,757208.7,2073,48674.04,247.09513407866774,708287.5648659213,93.53927984001258
7153,PINE STATE TRADING CO      ,2035,45545,891536.5499999999,2893,41312.03999999999,209.72173386189604,850014.7882661379,95.34267420288468
7153,PINE STATE TRADING CO      ,2077,30,674.6999999999999,432,7598.879999999999,38.575928204186596,-6962.755928204186,-1031.9780536837388
7153,PINE STATE TRADING CO      ,2089,98,2155.02,33,545.49,2.7691953388001584,1606.7608046612,74.55897414693135
