VendorNumber,VendorName,Brand,TotalSalesDollars,TotalSalesQuantity,TotalPurchaseDollars,TotalPurchaseQuantity,FreightCost,GrossProfit,CurrentMargin,TargetMargin,RequiredSalesDollars,UpsideDollars,NeededPriceDeltaPerUnit
4425,MARTIGNETTI COMPANIES,27193,2375.56,44,6393.6,180,33.257838566104326,-4051.297838566105,-170.54074991017296,0.35,9887.473597794007,7511.913597794008,170.7253090407729
4425,MARTIGNETTI COMPANIES,27194,499.90000000000003,10,2818.2,84,14.659540891984983,-2332.9595408919845,-466.68524522744235,0.35,4358.24544752613,3858.34544752613,385.834544752613
4425,MARTIGNETTI COMPANIES,27195,6896.549999999999,345,4863.6,360,25.299177873202108,2007.6508221267968,29.110944198574604,0.35,7521.383350574158,624.8333505741584,1.8111111610845172
4425,MARTIGNETTI COMPANIES,27196,1273.51,49,2835.84,168,14.751299568209037,-1577.0812995682093,-123.83737069738041,0.35,4385.525076258783,3112.0150762587828,63.510511760383324
4425,MARTIGNETTI COMPANIES,27197,1652.71,29,2295.0,60,11.937991039353324,-654.2279910393532,-39.585165639425746,0.35,3549.135370829774,1896.4253708297738,65.39397830447496
4425,MARTIGNETTI COMPANIES,27198,3464.23,77,2470.44,84,12.850584132139447,980.9394158678605,28.31623234796363,0.35,3820.4470525109837,356.21705251098365,4.6261954871556314
4425,MARTIGNETTI COMPANIES,27201,12553.72,628,20793.96,1602,108.16475300769999,-8348.4047530077,-66.50144142937472,0.35,32157.115004627227,19603.39500462723,31.21559714112616
4425,MARTIGNETTI COMPANIES,27202,726422.85,72715,54080.399999999994,7953,281.312126625117,672061.1378733749,92.51651952762428,0.35,83633.40327173095,0.0,0.0
4425,MARTIGNETTI COMPANIES,27203,426357.78,32822,45260.8,5120,235.43486920869847,380861.5451307913,89.32909471730322,0.35,69994.20749109032,0.0,0.0
4425,MARTIGNETTI COMPANIES,27204,1199.52,48,816.0,48,4.244619036214516,379.27538096378544,31.618929318709604,0.35,1261.914798517253,62.39479851725309,1.2998916357761061
4425,MARTIGNETTI COMPANIES,27243,22007.97,2203,16227.05,2485,84.40887908284897,5696.511120917153,25.8838553529342,0.35,25094.552121665918,3086.582121665917,1.4010813080644198
4425,MARTIGNETTI COMPANIES,27255,75941.7,5030,22426.6,1660,116.65732019309858,53398.4426798069,70.31504783249112,0.35,34681.93433875861,0.0,0.0
4425,MARTIGNETTI COMPANIES,27348,1679.3999999999999,60,3034.0799999999995,168,15.78249231053644,-1370.4624923105362,-81.60429274208266,0.35,4692.096142016208,3012.696142016209,50.211602366936816
4425,MARTIGNETTI COMPANIES,27395,1247.52,48,1464.9600000000003,84,7.620339587368649,-225.06033958736893,-18.040619756586583,0.35,2265.5082147497983,1017.9882147497983,21.208087807287466
4425,MARTIGNETTI COMPANIES,27396,459.77,23,1149.96,84,5.981791797653486,-696.1717917976536,-151.4174025703403,0.35,1778.3719873810053,1318.6019873810053,57.33052119047849
4425,MARTIGNETTI COMPANIES,27398,349.93,7,2054.4,60,10.686452632351841,-1715.1564526323518,-490.1427292979601,0.35,3177.0560809728495,2827.1260809728496,403.8751544246928
4425,MARTIGNETTI COMPANIES,27399,919.5999999999999,40,1313.76,84,6.83383664830537,-400.99383664830543,-43.605245394552576,0.35,2031.6828256127774,1112.0828256127775,27.802070640319435
4425,MARTIGNETTI COMPANIES,27403,359.64,36,2298.24,336,11.954844673761823,-1950.5548446737616,-542.3631533404965,0.35,3554.14591488271,3194.50591488271,88.7362754134086
4425,MARTIGNETTI COMPANIES,27404,1175.44,56,1216.32,84,6.326979198686813,-47.206979198686696,-4.016111345426963,0.35,1880.995352613364,705.555352613364,12.599202725238642
4425,MARTIGNETTI COMPANIES,27405,2078.23,77,3022.3199999999997,168,15.72131985972041,-959.8113198597201,-46.184075865506706,0.35,4673.909722861108,2595.679722861108,33.71012627092348
4425,MARTIGNETTI COMPANIES,27406,379.90000000000003,10,3080.4,120,16.023436861709797,-2716.52343686171,-715.0627630591497,0.35,4763.72836440263,4383.8283644026305,438.3828364402631
4425,MARTIGNETTI COMPANIES,27407,935.8699999999999,13,5081.4,108,26.432116630662303,-4171.962116630662,-445.7843628528175,0.35,7858.203256354865,6922.333256354865,532.4871735657588
4425,MARTIGNETTI COMPANIES,27408,1319.8899999999999,11,4831.8,60,25.133762572526102,-3537.0437625725262,-267.98019248365597,0.35,7472.205788573117,6152.315788573118,559.301435324829
4425,MARTIGNETTI COMPANIES,27409,431.91,9,3972.0000000000005,120,20.66130736745595,-3560.751307367457,-824.4197419294428,0.35,6142.555857488394,5710.6458574883945,634.5162063875994
4425,MARTIGNETTI COMPANIES,27410,1079.6,40,3002.16,168,15.616452801178639,-1938.1764528011786,-179.52727424983132,0.35,4642.733004309505,3563.1330043095054,89.07832510773764
4425,MARTIGNETTI COMPANIES,27411,164.97,3,879.8399999999999,24,4.576698054930121,-719.44669805493,-436.1075941413166,0.35,1360.6410739306616,1195.6710739306616,398.55702464355386
4425,MARTIGNETTI COMPANIES,27480,1730.5600000000002,44,4807.799999999999,180,25.008920836166848,-3102.248920836166,-179.26271963041822,0.35,7435.090647440255,5704.530647440255,129.64842380546034
4425,MARTIGNETTI COMPANIES,27481,569.9399999999999,6,1951.8000000000002,30,10.152754209416045,-1392.0127542094162,-244.23847320935823,0.35,3018.388852629871,2448.448852629871,408.07480877164517
4425,MARTIGNETTI COMPANIES,27483,899.82,18,3103.2,90,16.142036511251085,-2219.522036511251,-246.66289219079934,0.35,4798.987748478848,3899.1677484788474,216.6204304710471
4425,MARTIGNETTI COMPANIES,27484,199.99,1,662.2,5,3.444591575712319,-465.65459157571235,-232.8389377347429,0.35,1024.068602424173,824.0786024241729,824.0786024241729
4425,MARTIGNETTI COMPANIES,27520,1798.56,144,6576.96,816,34.211629431888994,-4812.611629431889,-267.58137784849487,0.35,10171.03327604906,8372.47327604906,58.14217552811848
4425,MARTIGNETTI COMPANIES,27521,647.82,18,4003.4399999999996,168,20.824850042086567,-3376.444850042086,-521.2010820972007,0.35,6191.17669237244,5543.35669237244,307.9642606873578
4425,MARTIGNETTI COMPANIES,27522,979.65,35,1610.2800000000002,84,8.376256301023911,-639.0062563010241,-65.22801575062769,0.35,2490.2403943092677,1510.5903943092676,43.15972555169336
4425,MARTIGNETTI COMPANIES,27523,1229.59,41,1625.4,84,8.45490659493024,-404.26490659493044,-32.878024918463105,0.35,2513.6229332229696,1284.0329332229696,31.31787642007243
4425,MARTIGNETTI COMPANIES,27553,26.99,1,4049.28,228,21.063297758532737,-4043.3532977585332,-14980.93107728245,0.35,6262.066611936204,6235.076611936204,6235.076611936204
4425,MARTIGNETTI COMPANIES,27617,479.88,12,317.76,12,1.652904589396476,160.46709541060352,33.439004628366156,0.35,491.4044685990715,11.524468599071497,0.9603723832559581
4425,MARTIGNETTI COMPANIES,27644,1442146.41,144359,54200.159999999996,7924,281.93508688954967,1387664.3149131103,96.22215229264486,0.35,83818.60782598391,0.0,0.0
4425,MARTIGNETTI COMPANIES,27693,76.99,1,2127.2999999999997,42,11.06565940654306,-2061.375659406543,-2677.4589679264104,0.35,3289.793322163912,3212.803322163912,3212.803322163912
4425,MARTIGNETTI COMPANIES,27694,76.99,1,911.6999999999999,18,4.742425459947027,-839.452425459947,-1090.3395576827472,0.35,1409.9114237845338,1332.9214237845338,1332.9214237845338
4425,MARTIGNETTI COMPANIES,27696,869.6999999999999,30,3336.48,168,17.355498188663,-2484.1354981886634,-285.6313094387333,0.35,5159.746920290251,4290.046920290251,143.00156400967504
4425,MARTIGNETTI COMPANIES,27697,44.97,3,1668.24,168,8.6777490943315,-1631.9477490943316,-3628.969866787484,0.35,2579.8734601451256,2534.903460145126,844.9678200483753
4425,MARTIGNETTI COMPANIES,27698,72.99,1,881.8199999999999,18,4.58699749817976,-813.4169974981797,-1114.422520205754,0.35,1363.7030730741226,1290.7130730741226,1290.7130730741226
4425,MARTIGNETTI COMPANIES,27699,199.92,8,3998.4000000000005,240,20.79863327745113,-3819.2786332774517,-1910.403478029938,0.35,6183.382512734541,5983.462512734541,747.9328140918176
4425,MARTIGNETTI COMPANIES,27700,88.99,1,2475.06,42,12.874616166388602,-2398.9446161663886,-2695.7462817916494,0.35,3827.591717179059,3738.601717179059,3738.601717179059
4425,MARTIGNETTI COMPANIES,27707,3023.52,48,2699.3999999999996,66,14.041574297006694,310.0784257029936,10.255544058018257,0.35,4174.525498918471,1151.0054989184714,23.979281227468153
4425,MARTIGNETTI COMPANIES,27735,8548132.64,836132,174279.17,26689,906.5547580853748,8372946.915241916,97.9505965555761,0.35,269516.49962782365,0.0,0.0
4425,MARTIGNETTI COMPANIES,27758,307.78,22,219.36,24,1.1410534703235493,87.2789465296764,28.357575713066606,0.35,339.23238995434394,31.45238995434397,1.429654088833817
4425,MARTIGNETTI COMPANIES,27797,5260.95,405,1122.92,134,5.841136774688731,4132.188863225311,78.54453783490267,0.35,1736.5555950379828,0.0,0.0
4425,MARTIGNETTI COMPANIES,27798,23441.77,2223,2777.72,428,14.44897449665905,20649.60102550334,88.08891574955022,0.35,4295.644576148706,0.0,0.0
4425,MARTIGNETTI COMPANIES,27799,152512.0,5000,17827.84,1024,92.73577088062082,134591.42422911938,88.24972738480866,0.35,27570.116570585567,0.0,0.0
4425,MARTIGNETTI COMPANIES,27830,352302.48,18552,30243.899999999998,2762,157.32087459481397,321901.25912540517,91.37070483449483,0.35,46771.10903783817,0.0,0.0
4425,MARTIGNETTI COMPANIES,27849,727.48,52,2208.0,240,11.485439745051043,-1492.005439745051,-205.0922966603963,0.35,3414.592984223155,2687.112984223155,51.67524969659913
4425,MARTIGNETTI COMPANIES,27850,299.8,20,1232.3999999999999,120,6.410623162047511,-939.0106231620474,-313.2123492868737,0.35,1905.8624971723807,1606.0624971723807,80.30312485861904
4425,MARTIGNETTI COMPANIES,27851,37.98,2,1572.0,120,8.177133731530905,-1542.1971337315308,-4060.550641736522,0.35,2431.041744202355,2393.061744202355,1196.5308721011775
4425,MARTIGNETTI COMPANIES,27852,929.38,62,2397.6,240,12.47168946228912,-1480.6916894622889,-159.32037373972852,0.35,3707.8025991727527,2778.4225991727526,44.813267728592784
4425,MARTIGNETTI COMPANIES,27853,489.65000000000003,35,2268.0,240,11.79754408594917,-1790.147544085949,-365.59737446869167,0.35,3507.380837055306,3017.730837055306,86.22088105872302
4425,MARTIGNETTI COMPANIES,27868,809.91,9,4972.800000000001,84,25.867207773636704,-4188.757207773638,-517.1879848098724,0.35,7690.257242728673,6880.347242728673,764.4830269698526
4425,MARTIGNETTI COMPANIES,27870,730.56,44,2491.2,240,12.958572234090198,-1773.5985722340902,-242.7724721082581,0.35,3852.551649590908,3121.991649590908,70.95435567252063
4425,MARTIGNETTI COMPANIES,27871,345.79999999999995,20,1315.2,120,6.841327152486925,-976.241327152487,-282.3138597896145,0.35,2033.909734080749,1688.1097340807491,84.40548670403746
4425,MARTIGNETTI COMPANIES,27872,1403.48,52,24339.84,1344,126.60949534609746,-23062.969495346097,-1643.2702635838127,0.35,37640.69153130169,36237.211531301684,696.8694525250323
4425,MARTIGNETTI COMPANIES,27873,199.95000000000002,5,1654.8,60,8.607837721970318,-1463.4578377219702,-731.9118968351938,0.35,2559.0889811107236,2359.1389811107238,471.82779622214474
4425,MARTIGNETTI COMPANIES,27874,844.35,65,11661.599999999999,1356,60.6605996969598,-10877.910599696957,-1288.3177118134608,0.35,18034.247076456857,17189.89707645686,264.4599550224132
4425,MARTIGNETTI COMPANIES,27878,36.99,1,1509.6000000000001,60,7.852545216996854,-1480.462545216997,-4002.3318335144545,0.35,2334.5423772569184,2297.5523772569186,2297.5523772569186
4425,MARTIGNETTI COMPANIES,27879,503.71999999999997,28,1420.7999999999997,120,7.3906307924676256,-924.4706307924673,-183.52867283261878,0.35,2197.2163550653345,1693.4963550653345,60.4820126809048
4425,MARTIGNETTI COMPANIES,27880,114.99,1,1815.6000000000001,24,9.444277355577299,-1710.0542773555774,-1487.1330353557505,0.35,2807.7604267008883,2692.7704267008885,2692.7704267008885
4425,MARTIGNETTI COMPANIES,27886,1334.11,89,14244.960000000001,1416,74.09856419866952,-12984.94856419867,-973.3041926226977,0.35,22029.320867997954,20695.210867997954,232.53045919098824
4425,MARTIGNETTI COMPANIES,27934,4.99,1,3.37,1,0.017529860480444755,1.6024701395195553,32.113630050492084,0.35,5.211584400739146,0.22158440073914587,0.22158440073914587
4425,MARTIGNETTI COMPANIES,28092,840492.01,54599,43089.52,4456,224.14043732027707,797178.3495626798,94.84663031629293,0.35,66636.40067280042,0.0,0.0
4425,MARTIGNETTI COMPANIES,28155,11280.02,698,2487.12,241,12.937349138909125,8779.962650861093,77.83641031541693,0.35,3846.2420755983217,0.0,0.0
4425,MARTIGNETTI COMPANIES,28156,184522.56,13244,15156.7,1703,78.84119772817715,169287.0188022718,91.74326369755103,0.35,23439.29415035104,0.0,0.0
4425,MARTIGNETTI COMPANIES,28214,766125.03,63897,24753.6,3056,128.7617668809309,741242.6682331191,96.75218002381662,0.35,38280.5565644322,0.0,0.0
4425,MARTIGNETTI COMPANIES,28580,162903.69999999998,6530,19486.62,1314,101.36431152387073,143315.7156884761,87.97572780021333,0.35,30135.36047926749,0.0,0.0
4425,MARTIGNETTI COMPANIES,28606,252816.93,25307,9804.22,1481,50.998993685337105,242961.71100631467,96.10183582496421,0.35,15161.875374900515,0.0,0.0
4425,MARTIGNETTI COMPANIES,28753,12406.199999999999,1380,1664.28,276,8.657150207832224,10733.262849792167,86.51531371243546,0.35,2573.749461858203,0.0,0.0
4425,MARTIGNETTI COMPANIES,28856,2691525.85,128487,92573.24999999999,8085,481.5418862674575,2598471.058113733,96.5426751563145,0.35,143161.2182865653,0.0,0.0
4425,MARTIGNETTI COMPANIES,28943,14263.08,892,1905.2999999999997,174,9.910873345219995,12347.869126654781,86.57224895783226,0.35,2946.4782666849533,0.0,0.0
4425,MARTIGNETTI COMPANIES,28946,257060.07,7993,22574.999999999996,1250,117.42925826291994,234367.6407417371,91.17232432938228,0.35,34911.4296280968,0.0,0.0
4425,MARTIGNETTI COMPANIES,28980,18908.780000000002,122,19463.94,213,101.24633608301122,-656.4063360830074,-3.471436740408463,0.35,30100.286670896938,11191.506670896935,91.73366123686013
4425,MARTIGNETTI COMPANIES,29039,39655.49,851,7311.63,251,38.033191034016106,32305.82680896598,81.46621516709536,0.35,11307.174140052333,0.0,0.0
4425,MARTIGNETTI COMPANIES,29077,658550.91,45509,29451.800000000003,3052,153.20057712105722,628945.9094228789,95.50452362489011,0.35,45546.154734032396,0.0,0.0
4425,MARTIGNETTI COMPANIES,29352,342066.86,17614,23272.140000000003,1954,121.05559859981531,318673.66440140014,93.16122128913632,0.35,35989.53169015356,0.0,0.0
4425,MARTIGNETTI COMPANIES,29353,208229.78,7322,20752.72,1192,107.9502332907227,187369.10976670927,89.98189873067594,0.35,32093.338820447265,0.0,0.0
4425,MARTIGNETTI COMPANIES,29371,61360.85,2115,8191.740000000001,439,42.61129355848027,53126.49870644152,86.58044780416425,0.35,12668.23275932074,0.0,0.0
4425,MARTIGNETTI COMPANIES,29431,639210.76,19924,47187.36,2376,245.45633152537673,591777.9436684747,92.57947154526539,0.35,72973.56358696212,0.0,0.0
4425,MARTIGNETTI COMPANIES,29433,232688.38,10962,17003.07,1233,88.44553259324503,215596.86446740676,92.65476190405673,0.35,26294.639280912685,0.0,0.0
4425,MARTIGNETTI COMPANIES,29434,72401.23999999999,2776,8565.240000000002,521,44.554143080571116,63791.44585691942,88.1082228107135,0.35,13245.83714320088,0.0,0.0
4425,MARTIGNETTI COMPANIES,29469,18718.62,1338,1690.2,180,8.791979283100215,17019.628020716897,90.92351904529767,0.35,2613.833814281693,0.0,0.0
4425,MARTIGNETTI COMPANIES,29470,2719.84,16,2510.04,26,13.05657299713221,196.74342700286797,7.2336397362663964,0.35,3881.6870353802033,1161.8470353802031,72.6154397112627
4425,MARTIGNETTI COMPANIES,29489,156940.0,7600,13287.199999999999,977,69.11654663969303,143583.68345336028,91.48953960326257,0.35,20548.1793025226,0.0,0.0
4425,MARTIGNETTI COMPANIES,29616,392983.54,29246,21169.800000000003,2476,110.11977459908587,371703.6202254009,94.58503534916525,0.35,32738.33811476783,0.0,0.0
4425,MARTIGNETTI COMPANIES,29696,3963.0699999999997,193,1076.1000000000001,85,5.597591354007894,2881.3724086459915,72.70556433890876,0.35,1664.1501405446277,0.0,0.0
4425,MARTIGNETTI COMPANIES,29835,3543243.95,472605,68853.7,14285,358.1589776149552,3474032.091022385,98.04665272969378,0.35,106479.78304248453,0.0,0.0
4425,MARTIGNETTI COMPANIES,29955,42518.81,5119,3813.5,725,19.836831733583402,38685.47316826641,90.9843741352743,0.35,5897.441279590128,0.0,0.0
4425,MARTIGNETTI COMPANIES,31070,170267.66999999998,5633,12992.98,1001,67.58609098670892,157207.10390901327,92.32939166255889,0.35,20093.178601518015,0.0,0.0
4425,MARTIGNETTI COMPANIES,31075,10514.439999999999,356,1965.7,110,10.225058381724109,8538.514941618274,81.20751025844719,0.35,3039.884705202652,0.0,0.0
4425,MARTIGNETTI COMPANIES,31120,34511.549999999996,1145,6625.02,327,34.461625008948396,27852.068374991046,80.7036148042932,0.35,10245.356346167613,0.0,0.0
4425,MARTIGNETTI COMPANIES,31176,69.99,1,47.94,1,0.2493713683776028,21.800628631622395,31.14820493159365,0.35,74.13749441288861,4.147494412888619,4.147494412888619
4425,MARTIGNETTI COMPANIES,31466,160203.21,7079,26234.52,1742,136.46512622297848,133832.224873777,83.53904074317676,0.35,40570.74634803535,0.0,0.0
4425,MARTIGNETTI COMPANIES,31482,215.88,12,146.88,12,0.7640314265186128,68.23596857348139,31.608286350510184,0.35,227.14466373310555,11.26466373310555,0.9387219777587958
4425,MARTIGNETTI COMPANIES,31524,32442.36,3564,4860.18,806,25.281387925770915,27556.89861207423,84.94110358208906,0.35,7516.094442962725,0.0,0.0
4425,MARTIGNETTI COMPANIES,31558,488663.3,32370,27050.2,3205,140.70808070270823,461472.3919192973,94.43565578165934,0.35,41832.166278004166,0.0,0.0
4425,MARTIGNETTI COMPANIES,31581,182478.84,11216,17451.98,1561,90.78064525445467,164936.07935474554,90.38641376432771,0.35,26988.862531160696,0.0,0.0
4425,MARTIGNETTI COMPANIES,31847,82112.11,2489,13765.500000000002,630,71.6045384105526,68275.00546158945,83.14852152939372,0.35,21287.853136016238,0.0,0.0
4425,MARTIGNETTI COMPANIES,32065,594.15,85,161.84,34,0.8418494421825456,431.4681505578174,72.6193975524392,0.35,250.2797683725885,0.0,0.0
4425,MARTIGNETTI COMPANIES,32090,484985.86,22614,28522.559999999998,2442,148.3669131587876,456314.9330868412,94.08829632411164,0.35,44109.118327936594,0.0,0.0
4425,MARTIGNETTI COMPANIES,32263,7854833.63,760817,139712.8,20546,726.7495226505285,7714394.080477349,98.21206207364763,0.35,216060.84541946233,0.0,0.0
4425,MARTIGNETTI COMPANIES,32543,1629.96,204,444.36,84,2.3114447486915224,1183.2885552513085,72.5961713938568,0.35,687.18683807491,0.0,0.0
4425,MARTIGNETTI COMPANIES,32826,7759467.69,228863,238464.81,10641,1240.4317058741146,7519762.448294126,96.91080301790814,0.35,368777.294932114,0.0,0.0
4425,MARTIGNETTI COMPANIES,32827,31743.23,1077,7365.679999999999,392,38.31434502777516,24339.235654972224,76.67535929699726,0.35,11390.76053081196,0.0,0.0
4425,MARTIGNETTI COMPANIES,32924,1266049.87,27813,101511.90000000001,3690,528.0384107136082,1164009.9315892865,91.94029075563085,0.35,156984.52063186708,0.0,0.0
4425,MARTIGNETTI COMPANIES,33028,65012.82,1218,12190.399999999998,401,63.41127928807527,52759.00872071192,81.15170011193472,0.35,18852.01735275088,0.0,0.0
4425,MARTIGNETTI COMPANIES,33032,864589.73,30183,47651.700000000004,2469,247.87170701958732,816690.1582929804,94.4598495627493,0.35,73691.64878003014,0.0,0.0
4425,MARTIGNETTI COMPANIES,33075,200897.24,12476,7638.02,754,39.73098663111176,193219.48901336888,96.17826955381213,0.35,11811.924594817096,0.0,0.0
4425,MARTIGNETTI COMPANIES,33076,713.58,42,475.86,42,2.4752995276630387,235.244700472337,32.966829293469125,0.35,735.9004608117892,22.32046081178919,0.5314395431378378
4425,MARTIGNETTI COMPANIES,33278,66657.71,7829,9347.84,1744,48.62502403368566,57261.24497596632,85.90340858689312,0.35,14456.1000369749,0.0,0.0
4425,MARTIGNETTI COMPANIES,33370,102357.97,2703,18462.04,802,96.03471376391403,83799.89528623607,81.86943848753162,0.35,28550.88417502141,0.0,0.0
4425,MARTIGNETTI COMPANIES,33441,101811.34000000001,2466,16823.8,610,87.51301684003158,84900.02698315997,83.38955855326131,0.35,26017.404641292356,0.0,0.0
4425,MARTIGNETTI COMPANIES,33578,81337.38,5262,8183.799999999999,830,42.56999175070141,73111.0100082493,89.88611387316544,0.35,12655.953833462616,0.0,0.0
4425,MARTIGNETTI COMPANIES,33579,220597.94,12706,20514.0,1950,106.70847415306933,199977.23152584693,90.6523567381667,0.35,31724.166883312417,0.0,0.0
4425,MARTIGNETTI COMPANIES,33582,6772663.19,614009,151202.76,23406,786.5172958629593,6620673.912704138,97.75584178583871,0.35,233829.6573782507,0.0,0.0
4425,MARTIGNETTI COMPANIES,33685,215.76,24,141.12,24,0.7340694097923928,73.90593059020759,34.2537683491878,0.35,218.23702986121907,2.47702986121908,0.103209577550795
4425,MARTIGNETTI COMPANIES,33717,6719.570000000001,143,3420.79,107,17.794056805015018,3280.985943194986,48.82731995045792,0.35,5290.129318161561,0.0,0.0
4425,MARTIGNETTI COMPANIES,33719,2375.28,72,4656.96,216,24.22429052314896,-2305.9042905231486,-97.07926183536883,0.35,7201.821985420229,4826.541985420228,67.03530535305873
4425,MARTIGNETTI COMPANIES,33767,48592.47,4053,5219.339999999999,731,27.14964451038709,43345.98035548962,89.20308096190544,0.35,8071.522530015978,0.0,0.0
4425,MARTIGNETTI COMPANIES,33768,26942.789999999997,1021,7596.750000000001,525,39.516310861964,19306.523689138034,71.65747752603956,0.35,11748.102016710714,0.0,0.0
4425,MARTIGNETTI COMPANIES,33819,187537.21,11579,18295.200000000004,1694,95.16685562665664,169146.84314437333,90.19375042658113,0.35,28292.872085579478,0.0,0.0
4425,MARTIGNETTI COMPANIES,33953,16860.47,1353,4386.51,549,22.81748020655066,12451.14251979345,73.84813424414295,0.35,6783.580738779308,0.0,0.0
4425,MARTIGNETTI COMPANIES,33982,389230.68,37532,61722.00000000001,5715,321.0617354819024,327187.6182645181,84.06007929912361,0.35,95450.8642084337,0.0,0.0
4425,MARTIGNETTI COMPANIES,34014,53551.07,893,9978.9,290,51.90763345647185,43520.262366543524,81.26870736017698,0.35,15432.011743779187,0.0,0.0
4425,MARTIGNETTI COMPANIES,34020,13657.96,704,4216.0,310,21.93053168710833,9420.02946831289,68.97098445384883,0.35,6519.8931256724745,0.0,0.0
4425,MARTIGNETTI COMPANIES,34021,208.89,11,25.32,2,0.13170803185900923,183.438291968141,87.81573649678826,0.35,39.15647389516771,0.0,0.0
4425,MARTIGNETTI COMPANIES,34022,987.62,38,603.72,36,3.140393878116946,380.75960612188305,38.55324984527278,0.35,933.631375197103,0.0,0.0
4425,MARTIGNETTI COMPANIES,34074,515.88,12,348.6,12,1.8133262206181133,165.46667377938186,32.07464406051443,0.35,539.0974249547971,23.21742495479714,1.9347854128997615
4425,MARTIGNETTI COMPANIES,34123,119600.25,29975,7131.749999999999,2775,37.09750222000351,112431.40249778,94.00599287859349,0.35,11028.996157261543,0.0,0.0
4425,MARTIGNETTI COMPANIES,34175,1695426.15,164681,55580.36,8564,289.1145270780096,1639556.6754729217,96.704694301956,0.35,85953.03773396616,0.0,0.0
4425,MARTIGNETTI COMPANIES,34215,139.98,2,90.3,2,0.4697170330516799,49.21028296694831,35.15522429414796,0.35,139.6457185123872,0.0,0.0
4425,MARTIGNETTI COMPANIES,34460,2080368.58,166342,66602.76000000001,9212,346.4501751966014,2013419.3698248034,96.78185823325612,0.35,102998.78488491786,0.0,0.0
4425,MARTIGNETTI COMPANIES,34525,2261.13,87,512.74,31,2.667139662535087,1745.722860337465,77.20577146548251,0.35,792.9340610192847,0.0,0.0
4425,MARTIGNETTI COMPANIES,34532,12045.39,861,2750.7999999999997,299,14.308943682376091,9280.281056317624,77.04425557261014,0.35,4254.013759511347,0.0,0.0
4425,MARTIGNETTI COMPANIES,34539,74.97,3,51.69,3,0.26887788968373566,23.011122110316265,30.693773656550974,0.35,79.93673521489805,4.966735214898051,1.6555784049660172
4425,MARTIGNETTI COMPANIES,34752,157091.86,6214,17981.6,1235,93.53559027156243,139016.72440972843,88.49390694701077,0.35,27807.900908110096,0.0,0.0
4425,MARTIGNETTI COMPANIES,34777,46.99,1,777.8399999999999,24,4.046120675403307,-734.8961206754033,-1563.941520909562,0.35,1202.901724116005,1155.911724116005,1155.911724116005
4425,MARTIGNETTI COMPANIES,34792,298.87,13,77.64999999999999,5,0.4039150345123249,220.8160849654877,73.88365676230057,0.35,120.08294620694201,0.0,0.0
4425,MARTIGNETTI COMPANIES,34802,4263.63,237,2755.02,222,14.33089502101926,1494.279104978981,35.04711020841351,0.35,4260.539838493876,0.0,0.0
4425,MARTIGNETTI COMPANIES,34803,1555.1999999999998,80,611.52,52,3.180967442433702,940.4990325575661,60.47447483009042,0.35,945.6937960652825,0.0,0.0
4425,MARTIGNETTI COMPANIES,34971,123862.08,4592,10812.34,649,56.24297082110743,112993.49702917889,91.22525395115187,0.35,16720.89687818632,0.0,0.0
4425,MARTIGNETTI COMPANIES,35123,35249.23,1077,8399.36,386,43.69127861276809,26806.178721387234,76.0475582626549,0.35,12989.30965940426,0.0,0.0
4425,MARTIGNETTI COMPANIES,35266,1719.1399999999999,86,607.95,45,3.1623972341502635,1108.0276027658495,64.45243568097128,0.35,940.1729188217697,0.0,0.0
4425,MARTIGNETTI COMPANIES,35375,892794.84,28716,60294.88,3056,313.63822969886013,832186.3217703011,93.21137225326046,0.35,93243.8741995367,0.0,0.0
4425,MARTIGNETTI COMPANIES,35380,33748.02,2598,4386.0,510,22.814827319653023,29339.205172680344,86.93607853936422,0.35,6782.792042030235,0.0,0.0
4425,MARTIGNETTI COMPANIES,35411,503631.85,66315,28866.95,6155,150.15834005815273,474614.7416599418,94.2384286577471,0.35,44641.705138551,0.0,0.0
4425,MARTIGNETTI COMPANIES,35412,30235610.46,3122554,306225.18,51294,1592.9034661718342,29927792.37653383,98.98193527835862,0.35,473566.2822556489,0.0,0.0
4425,MARTIGNETTI COMPANIES,35413,403362.17,53083,26677.44,5652,138.76908046748844,376545.9609195325,93.35182843734022,0.35,41255.70627764229,0.0,0.0
4425,MARTIGNETTI COMPANIES,35414,15000626.82,1541544,191115.01,31177,994.1304038631465,14808517.679596137,98.71932591411628,0.35,295552.523698251,0.0,0.0
4425,MARTIGNETTI COMPANIES,35581,91061.64,2436,18920.32,752,98.4185667196939,72042.90143328032,79.11443439112267,0.35,29259.597794953374,0.0,0.0
4425,MARTIGNETTI COMPANIES,35605,99059.86,8814,12034.62,1807,62.600952384323456,86962.63904761568,87.78796885803763,0.35,18611.109157514344,0.0,0.0
4425,MARTIGNETTI COMPANIES,35606,94139.09,8991,10167.25,1675,52.88738099994122,83918.95261900006,89.14357746500424,0.35,15723.288278461447,0.0,0.0
4425,MARTIGNETTI COMPANIES,35607,71064.5,6750,5287.46,1142,27.50398697208677,65749.5360130279,92.52092959639188,0.35,8176.867672264749,0.0,0.0
4425,MARTIGNETTI COMPANIES,35644,23.98,2,96.60000000000001,12,0.5024879888459832,-73.12248798884599,-304.9311425723352,0.35,149.38844305976306,125.40844305976306,62.70422152988153
